image,ground_truth,prediction,confidence,CER
0_0_596_245_953_273_937_422_565_413.jpeg,শিলিগুড়ি,গিলিগুড়ি,0.7575798991473552,0.1111111111111111
0_1_990_288_1236_288_1242_400_996_422.jpeg,টাউন,ঢঁাঁউব,0.3074113958088499,1.0
1_1_438_167_463_172_468_191_437_188.jpeg,প্রভুকে,প্রতক,0.1952175825046334,0.42857142857142855
1_2_493_179_515_179_515_201_487_195.jpeg,করো,[কম,0.4805936671288088,1.0
1_3_462_176_490_177_489_194_462_193.jpeg,প্রণাম,গম,0.1837506565965308,0.8333333333333334
3_0_2323_991_2515_987_2519_1134_2310_1134.jpeg,হবিবপুর,ুব্বিপু,0.3061370960963392,0.5714285714285714
3_1_2171_352_2489_473_2445_691_2197_595.jpeg,রেশন,কেেণ,0.2190619260072708,0.75
3_2_2458_687_2537_504_2859_743_2724_930.jpeg,দোকান,োন দোকান,0.5504258378165043,0.6
3_3_2445_852_2541_843_2567_995_2450_1000.jpeg,চন্দ্র,দপ্,0.24563199155644425,0.8333333333333334
3_4_2210_839_2424_834_2441_995_2223_1008.jpeg,-গোলাপ,গোরগ,0.05313195660710335,0.6666666666666666
3_5_1988_826_2223_826_2215_973_1988_987.jpeg,ডিলার-,দিব,0.8316937767670688,0.8333333333333334
3_6_1832_852_2006_873_2001_1000_1832_1000.jpeg,আর,"""ব",0.29993487799600377,1.0
3_7_1540_1008_1893_1013_1840_1173_1540_1208.jpeg,আকতৈল,আকতাধ,0.4389384118511948,0.4
3_8_1853_1030_2032_1026_2001_1130_1823_1152.jpeg,গ্রাম,{গ্রন,0.4954509905259303,0.6
3_9_1732_1173_1988_1182_2019_1269_1736_1304.jpeg,লাইসেন্স,সাইসেন্স,0.2541524417796803,0.125
3_10_2023_1169_2084_1182_2106_1265_2014_1260.jpeg,নং -,ন8,0.08903386486171806,0.75
3_11_1862_1291_2158_1274_2184_1387_1849_1421.jpeg,সকাল -,সর্কীট:,0.49641309561582503,1.0
